area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,lq_disclosure_code,lq_annual_avg_estabs,lq_annual_avg_emplvl,lq_total_annual_wages,lq_taxable_annual_wages,lq_annual_contributions,lq_annual_avg_wkly_wage,lq_avg_annual_pay,oty_disclosure_code,oty_annual_avg_estabs_chg,oty_annual_avg_estabs_pct_chg,oty_annual_avg_emplvl_chg,oty_annual_avg_emplvl_pct_chg,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg,oty_annual_contributions_chg,oty_annual_contributions_pct_chg,oty_annual_avg_wkly_wage_chg,oty_annual_avg_wkly_wage_pct_chg,oty_avg_annual_pay_chg,oty_avg_annual_pay_pct_chg
1115,5,4853,76,0,2014,A,N,2,0,0,0,0,0,0,N,1.65,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,0.22,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,0.85,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,5,4853,76,0,2014,A,,3,5,110819,36224,500,449,23330,,0.79,0.1,0.1,0.08,0.05,1.05,1.04,,0,0,0,0,15019,15.7,-12284,-25.3,-347,-41,87,24,4484,23.8
1999,5,4853,76,0,2014,A,N,2,0,0,0,0,0,0,N,0.21,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,5,4853,56,0,2014,A,,20,161,3997292,3513189,97352,478,24854,,1.03,0.84,0.74,0.6,0.64,0.89,0.89,,-1,-4.8,2,1.3,378908,10.5,179472,5.4,-16478,-14.5,41,9.4,2133,9.4
2020,5,4853,76,0,2014,A,,6,89,2287992,2078763,57831,492,25588,,0.82,1,0.88,0.75,0.82,0.88,0.88,,0,0,5,6,290085,14.5,208022,11.1,-7151,-11,35,7.7,1827,7.7
2050,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,3,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,11.68,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,5,4853,76,0,2014,A,,3,25,897954,640726,14548,700,36404,,1.47,1.16,1.58,1.12,0.98,1.38,1.38,,-1,-25,1,4.2,195751,27.9,15790,2.5,-3651,-20.1,143,25.7,7447,25.7
2110,5,4853,76,0,2014,A,N,2,0,0,0,0,0,0,N,2.03,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2122,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,0.58,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,1.83,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2170,5,4853,76,0,2014,A,N,2,0,0,0,0,0,0,N,1.13,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0
2188,5,4853,76,0,2014,A,N,2,0,0,0,0,0,0,N,12.45,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2220,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,2.9,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,5,4853,56,0,2014,A,,64,727,16597020,6857934,226601,439,22816,,0.49,0.49,0.46,0.5,0.71,0.93,0.93,,-1,-1.5,40,5.8,990232,6.3,763481,12.5,24589,12.2,2,0.5,85,0.4
4005,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,0.34,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0
4013,5,4853,76,0,2014,A,,49,621,14538702,5889317,203238,450,23405,,0.59,0.61,0.55,0.59,0.9,0.91,0.9,,1,2.1,40,6.9,1108974,8.3,734315,14.2,26064,14.7,6,1.4,303,1.3
4015,5,4853,76,0,2014,A,N,2,0,0,0,0,0,0,N,0.63,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4017,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,0.69,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4019,5,4853,76,0,2014,A,,10,80,1604875,765742,14914,386,20082,,0.61,0.39,0.35,0.46,0.41,0.89,0.89,,-1,-9.1,8,11.1,43995,2.8,107443,16.3,762,5.4,-29,-7,-1497,-6.9
4025,5,4853,76,0,2014,A,N,2,0,0,0,0,0,0,N,0.43,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,5,4853,56,0,2014,A,,29,441,7415281,4799006,152353,323,16821,,0.38,0.65,0.53,0.54,0.54,0.8,0.8,,2,7.4,77,21.2,1084386,17.1,727915,17.9,61584,67.8,-11,-3.3,-552,-3.2
5005,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,0.92,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5007,5,4853,76,0,2014,A,,4,61,1041114,675354,11349,326,16975,,0.8,1,0.61,0.63,0.42,0.61,0.61,,0,0,17,38.6,232879,28.8,178531,35.9,5387,90.4,-26,-7.4,-1325,-7.2
5015,5,4853,76,0,2014,A,N,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5019,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,1.82,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5031,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,0.41,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5045,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,0.4,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0
5051,5,4853,76,0,2014,A,N,3,0,0,0,0,0,0,N,1.09,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5055,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,1.27,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5067,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,2.45,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5069,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,0.51,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5085,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,0.86,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5093,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,0.94,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0
5103,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,1.7,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5115,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,0.62,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5119,5,4853,76,0,2014,A,,6,144,2669412,1824266,73781,356,18527,,0.48,1.02,0.79,1.08,1.44,0.77,0.77,,1,20,22,18,294904,12.4,165743,10,34265,86.7,-20,-5.3,-1016,-5.2
5125,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,0.6,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5131,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,0.3,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5143,5,4853,76,0,2014,A,N,2,0,0,0,0,0,0,N,0.4,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5145,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,0.61,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5999,5,4853,76,0,2014,A,N,2,0,0,0,0,0,0,N,0.3,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0
6000,3,4853,56,0,2014,A,N,1,0,0,0,0,0,0,N,1.36,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,5,4853,56,0,2014,A,,815,7606,236624330,67010230,3440096,598,31110,,0.67,0.83,0.83,0.78,0.8,1.01,1.01,,113,16.1,208,2.8,14573368,6.6,2408521,3.7,19308,0.6,21,3.6,1094,3.6
6001,5,4853,76,0,2014,A,,31,233,7077444,2236595,122474,585,30419,,0.62,0.57,0.51,0.59,0.65,0.88,0.88,,11,55,16,7.4,851618,13.7,202959,10,4919,4.2,33,6,1718,6
6007,5,4853,76,0,2014,A,,5,16,101845,82666,3723,122,6332,,0.73,0.36,0.12,0.25,0.22,0.33,0.33,,0,0,1,6.7,11456,12.7,12474,17.8,70,1.9,2,1.7,98,1.6
6013,5,4853,76,0,2014,A,,22,99,2666729,883025,37973,517,26891,,0.84,0.5,0.42,0.48,0.41,0.83,0.83,,3,15.8,15,17.9,395479,17.4,152029,20.8,3349,9.7,-3,-0.6,-148,-0.5
6017,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,0.23,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0
6019,5,4853,76,0,2014,A,,7,63,1202259,526784,26854,370,19236,,0.26,0.31,0.28,0.29,0.28,0.94,0.93,,1,16.7,37,142.3,662332,122.7,334823,174.4,16064,148.9,-23,-5.9,-1203,-5.9
6025,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,0.16,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6029,5,4853,76,0,2014,A,,5,32,381157,234380,8747,228,11849,,0.33,0.18,0.09,0.14,0.1,0.52,0.52,,-1,-16.7,-1,-3,19950,5.5,-29214,-11.1,-1289,-12.8,16,7.5,820,7.4
6031,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,0.33,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6037,5,4853,76,0,2014,A,,258,2401,80667978,21608056,1132297,646,33596,,0.67,0.99,1.12,0.95,1.02,1.13,1.13,,39,17.8,27,1.1,1100172,1.4,1085134,5.3,15328,1.4,2,0.3,84,0.3
6039,5,4853,76,0,2014,A,N,2,0,0,0,0,0,0,N,0.57,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6041,5,4853,76,0,2014,A,,7,30,950585,223024,13312,603,31338,,0.67,0.47,0.46,0.37,0.46,0.97,0.97,,0,0,-1,-3.2,134249,16.4,-28829,-11.4,-760,-5.4,103,20.6,5354,20.6
6045,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,0.28,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6047,5,4853,76,0,2014,A,N,2,0,0,0,0,0,0,N,0.39,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6053,5,4853,76,0,2014,A,,8,98,2953747,824099,50233,582,30243,,0.71,0.93,1.26,0.78,0.89,1.36,1.36,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6055,5,4853,76,0,2014,A,,13,207,5776209,1936438,109109,536,27860,,2.69,4.9,5.42,4.87,5.3,1.1,1.1,,1,8.3,17,8.9,778006,15.6,212690,12.3,10145,10.3,29,5.7,1507,5.7
6057,5,4853,76,0,2014,A,N,2,0,0,0,0,0,0,N,0.66,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6059,5,4853,76,0,2014,A,,64,677,20276877,6084682,326828,576,29973,,0.68,0.79,0.8,0.71,0.77,1.01,1.01,,8,14.3,34,5.3,2123596,11.7,368165,6.4,23520,7.8,33,6.1,1737,6.2
6061,5,4853,76,0,2014,A,N,3,0,0,0,0,0,0,N,0.3,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6065,5,4853,76,0,2014,A,,21,177,4259978,1451077,86479,463,24090,,0.45,0.49,0.55,0.45,0.54,1.14,1.14,,2,10.5,-9,-4.8,-153900,-3.5,-67625,-4.5,-2093,-2.4,8,1.8,413,1.7
6067,5,4853,76,0,2014,A,,18,237,6666402,1544713,77350,540,28079,,0.39,0.66,0.64,0.59,0.59,0.97,0.97,,0,0,11,4.9,987418,17.4,-303582,-16.4,-20231,-20.7,57,11.8,2969,11.8
6069,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,0.76,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6071,5,4853,76,0,2014,A,N,13,0,0,0,0,0,0,N,0.29,0,0,0,0,0,0,N,-1,-7.1,0,0,0,0,0,0,0,0,0,0,0,0
6073,5,4853,76,0,2014,A,,80,622,15677829,5621381,296096,485,25206,,0.91,0.8,0.68,0.83,0.88,0.85,0.85,,10,14.3,-22,-3.4,257414,1.7,-134751,-2.3,1784,0.6,25,5.4,1264,5.3
6075,5,4853,76,0,2014,A,,63,826,30685104,7257452,360319,714,37153,,1.25,2.22,1.71,1.93,1.9,0.77,0.77,,11,21.2,53,6.9,2431694,8.6,-62717,-0.9,3075,0.9,11,1.6,595,1.6
6077,5,4853,76,0,2014,A,,4,10,270442,88184,4358,533,27738,,0.27,0.08,0.1,0.08,0.08,1.27,1.27,,1,33.3,4,66.7,134796,99.4,31404,55.3,1733,66,66,14.1,3443,14.2
6079,5,4853,76,0,2014,A,,5,20,231619,131387,6273,219,11391,,0.58,0.31,0.17,0.23,0.23,0.53,0.53,,-1,-16.7,-8,-28.6,-160260,-40.9,-69794,-34.7,-1576,-20.1,-52,-19.2,-2688,-19.1
6081,5,4853,76,0,2014,A,,58,632,22975004,5485053,237193,699,36362,,2.56,2.92,2,2.4,2.08,0.68,0.68,,11,23.4,25,4.1,1643975,7.7,176664,3.3,-32196,-12,23,3.4,1235,3.5
6083,5,4853,76,0,2014,A,,10,57,1114304,421841,19830,378,19635,,0.78,0.51,0.4,0.43,0.43,0.79,0.78,,3,42.9,2,3.6,128221,13,24497,6.2,1717,9.5,32,9.2,1624,9
6085,5,4853,76,0,2014,A,,59,482,15384219,4124035,219451,613,31901,,1.02,0.85,0.49,0.7,0.74,0.58,0.58,,11,22.9,-7,-1.4,1103697,7.7,-75067,-1.8,-10222,-4.5,51,9.1,2668,9.1
6087,5,4853,76,0,2014,A,N,3,0,0,0,0,0,0,N,0.37,0,0,0,0,0,0,N,-1,-25,0,0,0,0,0,0,0,0,0,0,0,0
6089,5,4853,76,0,2014,A,N,2,0,0,0,0,0,0,N,0.35,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6095,5,4853,76,0,2014,A,,10,87,1568782,609631,26962,348,18101,,1.11,1.18,0.78,1.03,0.89,0.67,0.67,N,1,11.1,0,0,0,0,0,0,0,0,0,0,0,0
6097,5,4853,76,0,2014,A,,10,297,8944640,3079972,143972,578,30074,,0.6,2.66,3.3,3.05,2.88,1.24,1.24,,2,25,20,7.2,1070025,13.6,406136,15.2,1137,0.8,31,5.7,1646,5.8
6099,5,4853,76,0,2014,A,N,4,0,0,0,0,0,0,N,0.32,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6101,5,4853,76,0,2014,A,N,3,0,0,0,0,0,0,N,1.16,0,0,0,0,0,0,N,1,50,0,0,0,0,0,0,0,0,0,0,0,0
6105,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,2.96,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6107,5,4853,76,0,2014,A,N,3,0,0,0,0,0,0,N,0.37,0,0,0,0,0,0,N,1,50,0,0,0,0,0,0,0,0,0,0,0,0
6111,5,4853,76,0,2014,A,,11,73,1791022,576771,29739,473,24619,,0.51,0.4,0.36,0.33,0.34,0.91,0.91,,-1,-8.3,4,5.8,296603,19.8,47140,8.9,1097,3.8,57,13.7,2987,13.8
6113,3,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,308.9,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6113,5,4853,76,0,2014,A,N,4,0,0,0,0,0,0,N,0.75,0,0,0,0,0,0,N,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0
6999,5,4853,76,0,2014,A,,4,10,514736,77399,3612,1042,54183,,0.11,0.05,0.06,0.03,0.02,1.27,1.27,N,2,100,0,0,0,0,0,0,0,0,0,0,0,0
8000,5,4853,56,0,2014,A,,101,755,21395967,10302233,305756,545,28323,,0.64,0.54,0.55,0.49,0.57,1.03,1.03,,6,6.3,101,15.4,3983655,22.9,2046266,24.8,24180,8.6,33,6.4,1712,6.4
8001,5,4853,76,0,2014,A,,5,15,463884,200194,6616,579,30090,,0.6,0.14,0.17,0.14,0.15,1.18,1.18,N,-1,-16.7,0,0,0,0,0,0,0,0,0,0,0,0
8005,5,4853,76,0,2014,A,,18,49,1497027,727359,33516,583,30294,,1.04,0.28,0.27,0.27,0.47,0.96,0.96,,3,20,-2,-3.9,267271,21.7,99065,15.8,6991,26.4,117,25.1,6062,25
8013,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,0.08,0,0,0,0,0,0,N,-1,-50,0,0,0,0,0,0,0,0,0,0,0,0
8014,5,4853,76,0,2014,A,N,2,0,0,0,0,0,0,N,0.95,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0
8031,5,4853,76,0,2014,A,,23,371,11591545,4926690,138065,601,31230,,0.94,1.38,1.3,1.22,1.3,0.94,0.94,,1,4.5,72,24.1,2651395,29.7,1086452,28.3,7343,5.6,25,4.3,1280,4.3
8035,5,4853,76,0,2014,A,,4,5,149063,58099,1260,637,33125,,0.44,0.08,0.08,0.06,0.06,1.08,1.08,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8037,5,4853,76,0,2014,A,,9,38,1046717,645178,18682,533,27728,,3.16,2.2,2.77,1.84,2.32,1.27,1.27,,1,12.5,5,15.2,294716,39.2,154544,31.5,3035,19.4,98,22.5,5111,22.6
8041,5,4853,76,0,2014,A,N,2,0,0,0,0,0,0,N,0.13,0,0,0,0,0,0,N,-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0
8043,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,1.3,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8045,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,0.45,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8049,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,1.38,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8051,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,1.04,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0
8059,5,4853,76,0,2014,A,,6,27,660714,313029,10894,475,24700,,0.37,0.21,0.19,0.17,0.25,0.92,0.92,,0,0,4,17.4,2815,0.4,-34959,-10,-3054,-21.9,-79,-14.3,-4113,-14.3
8067,5,4853,76,0,2014,A,N,3,0,0,0,0,0,0,N,1.39,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8069,5,4853,76,0,2014,A,N,2,0,0,0,0,0,0,N,0.21,0,0,0,0,0,0,N,-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0
8077,5,4853,76,0,2014,A,,4,45,1203580,644787,10972,516,26846,,0.97,1.29,1.62,1.43,0.85,1.26,1.26,,-1,-20,4,9.8,303971,33.8,187022,40.9,1979,22,90,21.1,4679,21.1
8081,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,2.46,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8083,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,1.42,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8097,5,4853,76,0,2014,A,,6,23,1087039,384725,15400,896,46587,,3.9,2.41,4.69,1.95,3.34,1.92,1.92,,1,20,1,4.5,54916,5.3,38499,11.1,-445,-2.8,-17,-1.9,-867,-1.8
8101,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,0.37,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8105,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,2.78,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0
8107,5,4853,76,0,2014,A,N,3,0,0,0,0,0,0,N,2.02,0,0,0,0,0,0,N,1,50,0,0,0,0,0,0,0,0,0,0,0,0
8113,5,4853,76,0,2014,A,N,2,0,0,0,0,0,0,N,3.57,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8117,5,4853,76,0,2014,A,N,2,0,0,0,0,0,0,N,1.06,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8119,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,1.51,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8121,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,7.87,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8123,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,0.18,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0
9000,5,4853,56,0,2014,A,,170,2650,82429542,40809624,1616162,598,31101,,1.69,2.75,2.56,2.74,2.77,0.93,0.93,,2,1.2,64,2.5,5481003,7.1,2083707,5.4,-32197,-2,26,4.5,1343,4.5
9001,5,4853,76,0,2014,A,,103,1101,46563174,19066897,657462,814,42305,,3.45,4.52,4.36,4.55,4.14,0.97,0.96,,2,2,35,3.3,3111535,7.2,1083306,6,-28112,-4.1,30,3.8,1534,3.8
9003,5,4853,76,0,2014,A,,23,623,15187251,9106420,421096,469,24381,,0.99,2.14,1.56,2,2.36,0.73,0.73,,2,9.5,6,1,873550,6.1,241003,2.7,-1646,-0.4,23,5.2,1170,5
9005,5,4853,76,0,2014,A,,6,51,778881,500346,11693,292,15198,,1.16,1.43,0.96,0.94,0.55,0.67,0.67,,0,0,-1,-1.9,42715,5.8,27962,5.9,-2763,-19.1,22,8.1,1153,8.2
9007,5,4853,76,0,2014,A,N,3,0,0,0,0,0,0,N,0.67,0,0,0,0,0,0,N,-1,-25,0,0,0,0,0,0,0,0,0,0,0,0
9009,5,4853,76,0,2014,A,,26,421,11723662,6393817,296861,535,27825,,1.28,2.02,2.02,2.2,2.55,1,1,,0,0,1,0.2,892026,8.2,367289,6.1,3257,1.1,39,7.9,2020,7.8
9011,5,4853,76,0,2014,A,N,7,0,0,0,0,0,0,N,1.12,0,0,0,0,0,0,N,-1,-12.5,0,0,0,0,0,0,0,0,0,0,0,0
9999,5,4853,76,0,2014,A,N,1,0,0,0,0,0,0,N,0.16,0,0,0,0,0,0,N,-1,-50,0,0,0,0,0,0,0,0,0,0,0,0
10000,5,4853,56,0,2014,A,,20,102,2354151,1699203,44638,446,23194,,0.76,0.41,0.34,0.39,0.44,0.83,0.83,,0,0,7,7.4,395493,20.2,596416,54.1,11687,35.5,51,12.9,2631,12.8
10001,5,4853,76,0,2014,A,N,4,0,0,0,0,0,0,N,1.22,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10003,5,4853,76,0,2014,A,,12,77,1625638,1172485,18361,406,21112,,0.74,0.48,0.32,0.39,0.28,0.67,0.67,,-1,-7.7,6,8.5,185487,12.9,406491,53.1,1288,7.5,15,3.8,804,4
10005,5,4853,76,0,2014,A,N,4,0,0,0,0,0,0,N,0.74,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11000,5,4853,56,0,2014,A,,29,324,15112747,3630764,122557,898,46704,,0.91,0.76,0.79,1,1.21,1.04,1.04,,1,3.6,14,4.5,414213,2.8,195634,5.7,4243,3.6,-14,-1.5,-736,-1.6
